Positive,Negative,Easy,Hard
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Hay', 'Oats']","['Soybeans', 'Alfalfa']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Hay', 'Alfalfa', 'Soybeans']",['Oats']
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Soybeans', 'Alfalfa']","['Hay', 'Oats']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Alfalfa', 'Oats']","['Hay', 'Soybeans']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Hay', 'Oats']","['Alfalfa', 'Soybeans']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']",['Soybeans'],"['Alfalfa', 'Hay', 'Oats']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Hay', 'Soybeans', 'Alfalfa']",['Oats']
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Hay', 'Soybeans']","['Alfalfa', 'Oats']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']",['Oats'],"['Alfalfa', 'Soybeans', 'Hay']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Oats', 'Alfalfa']","['Hay', 'Soybeans']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']",['Hay'],"['Alfalfa', 'Oats', 'Soybeans']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Alfalfa', 'Oats']","['Hay', 'Soybeans']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']",['Oats'],"['Hay', 'Alfalfa', 'Soybeans']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']",['Alfalfa'],"['Soybeans', 'Hay', 'Oats']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']",['Alfalfa'],"['Oats', 'Soybeans', 'Hay']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Hay', 'Alfalfa', 'Oats']",['Soybeans']
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Hay', 'Oats', 'Alfalfa']",['Soybeans']
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']",['Hay'],"['Oats', 'Soybeans', 'Alfalfa']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Oats', 'Alfalfa', 'Hay']",['Soybeans']
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Alfalfa', 'Soybeans', 'Hay']",['Oats']
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Alfalfa', 'Oats']","['Soybeans', 'Hay']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']",['Hay'],"['Alfalfa', 'Oats', 'Soybeans']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Soybeans', 'Alfalfa', 'Oats']",['Hay']
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Oats', 'Alfalfa', 'Hay']",['Soybeans']
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Alfalfa', 'Oats', 'Soybeans']",['Hay']
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']",['Alfalfa'],"['Oats', 'Soybeans', 'Hay']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Oats', 'Alfalfa', 'Hay']",['Soybeans']
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Oats', 'Hay', 'Alfalfa']",['Soybeans']
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Soybeans', 'Alfalfa', 'Hay']",['Oats']
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Oats', 'Soybeans', 'Alfalfa']",['Hay']
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Soybeans', 'Oats']","['Alfalfa', 'Hay']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']",['Oats'],"['Soybeans', 'Hay', 'Alfalfa']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Oats', 'Hay']","['Alfalfa', 'Soybeans']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']","['Alfalfa', 'Oats', 'Hay']",['Soybeans']
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']",['Hay'],"['Soybeans', 'Alfalfa', 'Oats']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']",['Alfalfa'],"['Soybeans', 'Hay', 'Oats']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']",['Hay'],"['Alfalfa', 'Oats', 'Soybeans']"
"['Wheat', 'Corn', 'Trees', 'Grass']","['Oats', 'Hay', 'Alfalfa', 'Soybeans']",['Alfalfa'],"['Soybeans', 'Oats', 'Hay']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Soybeans', 'Wheat', 'Grass']","['Hay', 'Alfalfa', 'Corn']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']",['Hay'],"['Grass', 'Wheat', 'Soybeans', 'Corn', 'Alfalfa']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Alfalfa', 'Wheat', 'Hay', 'Soybeans', 'Corn']",['Grass']
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Alfalfa', 'Corn', 'Grass', 'Hay']","['Wheat', 'Soybeans']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']",['Corn'],"['Alfalfa', 'Soybeans', 'Wheat', 'Hay', 'Grass']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Alfalfa', 'Soybeans', 'Hay', 'Grass', 'Wheat']",['Corn']
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']",['Alfalfa'],"['Corn', 'Soybeans', 'Hay', 'Wheat', 'Grass']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Wheat', 'Corn', 'Hay', 'Alfalfa', 'Soybeans']",['Grass']
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Corn', 'Soybeans', 'Hay', 'Grass']","['Wheat', 'Alfalfa']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Soybeans', 'Hay', 'Grass', 'Corn', 'Wheat']",['Alfalfa']
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']",['Hay'],"['Grass', 'Soybeans', 'Alfalfa', 'Corn', 'Wheat']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Alfalfa', 'Hay', 'Corn', 'Wheat', 'Soybeans']",['Grass']
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Soybeans', 'Corn', 'Alfalfa', 'Hay', 'Wheat']",['Grass']
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']",['Soybeans'],"['Wheat', 'Corn', 'Grass', 'Alfalfa', 'Hay']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']",['Grass'],"['Alfalfa', 'Wheat', 'Hay', 'Soybeans', 'Corn']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Grass', 'Wheat', 'Alfalfa']","['Hay', 'Corn', 'Soybeans']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']",['Soybeans'],"['Hay', 'Grass', 'Alfalfa', 'Wheat', 'Corn']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Grass', 'Wheat', 'Corn']","['Hay', 'Soybeans', 'Alfalfa']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Grass', 'Soybeans']","['Hay', 'Alfalfa', 'Corn', 'Wheat']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']",['Soybeans'],"['Wheat', 'Grass', 'Alfalfa', 'Corn', 'Hay']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Wheat', 'Soybeans']","['Hay', 'Alfalfa', 'Grass', 'Corn']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Grass', 'Alfalfa']","['Hay', 'Soybeans', 'Corn', 'Wheat']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Wheat', 'Alfalfa', 'Hay', 'Corn']","['Soybeans', 'Grass']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Soybeans', 'Grass', 'Hay', 'Corn']","['Alfalfa', 'Wheat']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Alfalfa', 'Grass', 'Corn', 'Wheat', 'Soybeans']",['Hay']
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Wheat', 'Hay', 'Corn', 'Grass', 'Alfalfa']",['Soybeans']
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Hay', 'Alfalfa']","['Grass', 'Soybeans', 'Wheat', 'Corn']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Wheat', 'Grass', 'Corn']","['Hay', 'Soybeans', 'Alfalfa']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Wheat', 'Corn', 'Hay', 'Alfalfa', 'Soybeans']",['Grass']
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']",['Hay'],"['Corn', 'Wheat', 'Grass', 'Soybeans', 'Alfalfa']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']",['Grass'],"['Soybeans', 'Alfalfa', 'Wheat', 'Hay', 'Corn']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Wheat', 'Hay', 'Alfalfa']","['Soybeans', 'Corn', 'Grass']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Alfalfa', 'Wheat', 'Corn']","['Grass', 'Soybeans', 'Hay']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Grass', 'Hay']","['Soybeans', 'Wheat', 'Alfalfa', 'Corn']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']",['Wheat'],"['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Alfalfa', 'Corn']","['Grass', 'Hay', 'Wheat', 'Soybeans']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Grass', 'Corn', 'Alfalfa', 'Soybeans', 'Wheat']",['Hay']
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Grass', 'Soybeans', 'Alfalfa', 'Hay', 'Corn']",['Wheat']
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']",['Soybeans'],"['Grass', 'Wheat', 'Hay', 'Corn', 'Alfalfa']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']",['Alfalfa'],"['Hay', 'Corn', 'Soybeans', 'Wheat', 'Grass']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']",['Corn'],"['Grass', 'Hay', 'Soybeans', 'Alfalfa', 'Wheat']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Alfalfa', 'Corn', 'Hay']","['Wheat', 'Soybeans', 'Grass']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Corn', 'Grass', 'Hay', 'Soybeans', 'Wheat']",['Alfalfa']
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']",['Alfalfa'],"['Grass', 'Soybeans', 'Wheat', 'Hay', 'Corn']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Soybeans', 'Grass', 'Alfalfa']","['Wheat', 'Corn', 'Hay']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']",['Hay'],"['Soybeans', 'Corn', 'Wheat', 'Grass', 'Alfalfa']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Soybeans', 'Corn', 'Alfalfa', 'Grass']","['Wheat', 'Hay']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Alfalfa', 'Soybeans', 'Wheat', 'Hay']","['Grass', 'Corn']"
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Corn', 'Grass', 'Soybeans', 'Wheat', 'Hay']",['Alfalfa']
"['Oats', 'Trees']","['Hay', 'Corn', 'Alfalfa', 'Grass', 'Soybeans', 'Wheat']","['Corn', 'Soybeans']","['Wheat', 'Grass', 'Alfalfa', 'Hay']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']",['Wheat'],"['Oats', 'Alfalfa', 'Corn', 'Trees']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']",['Oats'],"['Alfalfa', 'Corn', 'Trees', 'Wheat']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Trees', 'Alfalfa', 'Corn', 'Oats']",['Wheat']
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Trees', 'Alfalfa', 'Corn']","['Oats', 'Wheat']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Alfalfa', 'Oats', 'Trees', 'Wheat']",['Corn']
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Oats', 'Wheat', 'Alfalfa']","['Corn', 'Trees']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Trees', 'Alfalfa', 'Corn']","['Wheat', 'Oats']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Corn', 'Trees', 'Oats', 'Wheat']",['Alfalfa']
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Corn', 'Wheat']","['Trees', 'Alfalfa', 'Oats']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Wheat', 'Oats', 'Trees', 'Alfalfa']",['Corn']
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']",['Trees'],"['Corn', 'Alfalfa', 'Oats', 'Wheat']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Trees', 'Oats']","['Corn', 'Alfalfa', 'Wheat']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Oats', 'Corn', 'Wheat']","['Alfalfa', 'Trees']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']",['Trees'],"['Alfalfa', 'Oats', 'Corn', 'Wheat']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Corn', 'Wheat', 'Oats']","['Alfalfa', 'Trees']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Corn', 'Alfalfa', 'Oats', 'Wheat']",['Trees']
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Wheat', 'Oats', 'Trees']","['Alfalfa', 'Corn']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Trees', 'Wheat', 'Alfalfa']","['Oats', 'Corn']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Alfalfa', 'Wheat', 'Trees', 'Oats']",['Corn']
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Wheat', 'Oats', 'Corn']","['Trees', 'Alfalfa']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Wheat', 'Alfalfa', 'Oats', 'Trees']",['Corn']
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']",['Corn'],"['Oats', 'Trees', 'Alfalfa', 'Wheat']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']",['Oats'],"['Trees', 'Corn', 'Wheat', 'Alfalfa']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Oats', 'Alfalfa', 'Corn']","['Wheat', 'Trees']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Corn', 'Oats', 'Wheat']","['Alfalfa', 'Trees']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']",['Oats'],"['Alfalfa', 'Wheat', 'Corn', 'Trees']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']",['Oats'],"['Corn', 'Alfalfa', 'Wheat', 'Trees']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Oats', 'Alfalfa']","['Trees', 'Wheat', 'Corn']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Oats', 'Wheat', 'Corn', 'Trees']",['Alfalfa']
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Oats', 'Trees']","['Alfalfa', 'Wheat', 'Corn']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Oats', 'Wheat', 'Trees']","['Corn', 'Alfalfa']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']",['Corn'],"['Wheat', 'Alfalfa', 'Oats', 'Trees']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Trees', 'Wheat', 'Alfalfa']","['Oats', 'Corn']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Trees', 'Alfalfa']","['Corn', 'Oats', 'Wheat']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']",['Trees'],"['Corn', 'Oats', 'Wheat', 'Alfalfa']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Alfalfa', 'Wheat', 'Trees', 'Oats']",['Corn']
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Wheat', 'Trees']","['Corn', 'Alfalfa', 'Oats']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Wheat', 'Alfalfa', 'Corn']","['Trees', 'Oats']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Alfalfa', 'Oats', 'Wheat', 'Trees']",['Corn']
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Alfalfa', 'Wheat']","['Corn', 'Trees', 'Oats']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Corn', 'Oats']","['Wheat', 'Alfalfa', 'Trees']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Oats', 'Corn']","['Wheat', 'Alfalfa', 'Trees']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Corn', 'Wheat', 'Trees', 'Oats']",['Alfalfa']
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Oats', 'Corn']","['Alfalfa', 'Trees', 'Wheat']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']",['Alfalfa'],"['Trees', 'Oats', 'Wheat', 'Corn']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Corn', 'Oats', 'Alfalfa']","['Trees', 'Wheat']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']",['Oats'],"['Alfalfa', 'Wheat', 'Corn', 'Trees']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']","['Alfalfa', 'Corn', 'Wheat']","['Trees', 'Oats']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']",['Oats'],"['Corn', 'Wheat', 'Trees', 'Alfalfa']"
"['Soybeans', 'Grass', 'Hay']","['Wheat', 'Corn', 'Trees', 'Oats', 'Alfalfa']",['Wheat'],"['Oats', 'Alfalfa', 'Trees', 'Corn']"
"['Corn', 'Alfalfa', 'Trees', 'Oats']","['Wheat', 'Hay', 'Soybeans', 'Grass']","['Hay', 'Soybeans']","['Grass', 'Wheat']"
"['Corn', 'Alfalfa', 'Trees', 'Oats']","['Wheat', 'Hay', 'Soybeans', 'Grass']",['Grass'],"['Hay', 'Wheat', 'Soybeans']"
"['Corn', 'Alfalfa', 'Trees', 'Oats']","['Wheat', 'Hay', 'Soybeans', 'Grass']","['Wheat', 'Hay', 'Grass']",['Soybeans']
"['Corn', 'Alfalfa', 'Trees', 'Oats']","['Wheat', 'Hay', 'Soybeans', 'Grass']","['Grass', 'Soybeans']","['Wheat', 'Hay']"
"['Corn', 'Alfalfa', 'Trees', 'Oats']","['Wheat', 'Hay', 'Soybeans', 'Grass']","['Hay', 'Grass', 'Wheat']",['Soybeans']
"['Corn', 'Alfalfa', 'Trees', 'Oats']","['Wheat', 'Hay', 'Soybeans', 'Grass']",['Grass'],"['Wheat', 'Soybeans', 'Hay']"
"['Corn', 'Alfalfa', 'Trees', 'Oats']","['Wheat', 'Hay', 'Soybeans', 'Grass']","['Grass', 'Soybeans', 'Wheat']",['Hay']
"['Corn', 'Alfalfa', 'Trees', 'Oats']","['Wheat', 'Hay', 'Soybeans', 'Grass']","['Wheat', 'Soybeans', 'Hay']",['Grass']
"['Corn', 'Alfalfa', 'Trees', 'Oats']","['Wheat', 'Hay', 'Soybeans', 'Grass']","['Hay', 'Wheat', 'Soybeans']",['Grass']
"['Corn', 'Alfalfa', 'Trees', 'Oats']","['Wheat', 'Hay', 'Soybeans', 'Grass']",['Wheat'],"['Soybeans', 'Hay', 'Grass']"
"['Corn', 'Alfalfa', 'Trees', 'Oats']","['Wheat', 'Hay', 'Soybeans', 'Grass']","['Grass', 'Hay', 'Wheat']",['Soybeans']
"['Corn', 'Alfalfa', 'Trees', 'Oats']","['Wheat', 'Hay', 'Soybeans', 'Grass']","['Soybeans', 'Grass']","['Hay', 'Wheat']"
"['Corn', 'Alfalfa', 'Trees', 'Oats']","['Wheat', 'Hay', 'Soybeans', 'Grass']","['Hay', 'Grass', 'Soybeans']",['Wheat']
"['Corn', 'Alfalfa', 'Trees', 'Oats']","['Wheat', 'Hay', 'Soybeans', 'Grass']",['Soybeans'],"['Hay', 'Grass', 'Wheat']"
"['Corn', 'Alfalfa', 'Trees', 'Oats']","['Wheat', 'Hay', 'Soybeans', 'Grass']",['Grass'],"['Hay', 'Wheat', 'Soybeans']"
"['Corn', 'Alfalfa', 'Trees', 'Oats']","['Wheat', 'Hay', 'Soybeans', 'Grass']","['Hay', 'Grass', 'Soybeans']",['Wheat']
