qnt,batch_index,c1_p,c2_p,c3_p,c4_p,c5_p,c7_p,c1_p_normalized,c2_p_normalized,c3_p_normalized,c4_p_normalized,c5_p_normalized,c7_p_normalized,c1_real,c2_real,c3_real,c4_real,c5_real,c7_real
MS,4,0.09,0.26,0.15,0.0,0.0,0.0,0.18,0.51,0.31,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
MS2,4,0.09,0.26,0.15,0.0,0.0,0.0,0.18,0.51,0.31,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
X,4,0.09,0.28,0.19,0.0,0.0,0.01,0.15,0.5,0.33,0.0,0.0,0.02,0.09,0.34,0.25,0.07,0.08,0.17
SMM,4,0.88,0.65,0.74,0.95,0.88,0.86,0.18,0.13,0.15,0.19,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
DyS,4,0.89,0.68,0.74,0.89,0.93,0.86,0.18,0.14,0.15,0.18,0.19,0.17,0.09,0.34,0.25,0.07,0.08,0.17
DySyn,4,0.88,0.61,0.72,1.0,0.98,0.86,0.17,0.12,0.14,0.2,0.19,0.17,0.09,0.34,0.25,0.07,0.08,0.17
HDy,4,0.9,0.7,0.78,0.97,0.96,0.9,0.17,0.13,0.15,0.19,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
ACC_syn,4,0.87,0.67,0.73,1.0,0.96,0.84,0.17,0.13,0.14,0.2,0.19,0.17,0.09,0.34,0.25,0.07,0.08,0.17
PACC_syn,4,0.88,0.68,0.75,0.91,0.89,0.82,0.18,0.14,0.15,0.18,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
X_syn,4,0.81,0.59,0.64,0.4,0.27,0.46,0.26,0.19,0.2,0.13,0.09,0.15,0.09,0.34,0.25,0.07,0.08,0.17
MAX_syn,4,0.81,0.59,0.64,0.4,0.27,0.46,0.26,0.19,0.2,0.13,0.09,0.15,0.09,0.34,0.25,0.07,0.08,0.17
T50_syn,4,0.81,0.43,0.75,1.0,1.0,0.94,0.16,0.09,0.15,0.2,0.2,0.19,0.09,0.34,0.25,0.07,0.08,0.17
MS_syn,4,0.87,0.67,0.73,1.0,0.96,0.84,0.17,0.13,0.14,0.2,0.19,0.17,0.09,0.34,0.25,0.07,0.08,0.17
MS2_syn,4,0.87,0.67,0.73,1.0,0.96,0.83,0.17,0.13,0.14,0.2,0.19,0.16,0.09,0.34,0.25,0.07,0.08,0.17
SMM_syn,4,0.96,0.72,0.81,0.99,0.97,0.89,0.18,0.13,0.15,0.19,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
HDy_syn,4,0.87,0.65,0.6,1.0,0.99,0.87,0.17,0.13,0.12,0.2,0.2,0.17,0.09,0.34,0.25,0.07,0.08,0.17
DyS_cdt,4,0.89,0.68,0.74,0.89,0.93,0.86,0.18,0.14,0.15,0.18,0.19,0.17,0.09,0.34,0.25,0.07,0.08,0.17
ACC_cdt,4,0.11,0.26,0.18,0.0,0.0,0.0,0.2,0.47,0.34,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
PACC_cdt,4,0.88,0.65,0.74,0.95,0.88,0.86,0.18,0.13,0.15,0.19,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
X_cdt,4,0.09,0.28,0.19,0.0,0.0,0.01,0.15,0.5,0.33,0.0,0.0,0.02,0.09,0.34,0.25,0.07,0.08,0.17
MAX_cdt,4,0.08,0.28,0.17,0.0,0.0,0.02,0.15,0.5,0.31,0.0,0.0,0.04,0.09,0.34,0.25,0.07,0.08,0.17
T50_cdt,4,0.0,0.23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
MS_cdt,4,0.09,0.26,0.15,0.0,0.0,0.0,0.18,0.51,0.31,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
MS2_cdt,4,0.09,0.26,0.15,0.0,0.0,0.0,0.18,0.51,0.31,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
SMM_cdt,4,0.88,0.65,0.74,0.95,0.88,0.86,0.18,0.13,0.15,0.19,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
HDy_cdt,4,0.9,0.7,0.78,0.97,0.96,0.9,0.17,0.13,0.15,0.19,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
CC2,4,0.1,0.32,0.26,0.08,0.08,0.16,0.1,0.32,0.26,0.08,0.08,0.16,0.09,0.34,0.25,0.07,0.08,0.17
PWK,4,0.11,0.33,0.22,0.14,0.07,0.13,0.11,0.33,0.22,0.14,0.07,0.13,0.09,0.34,0.25,0.07,0.08,0.17
HDx,4,0.06,0.41,0.24,0.01,0.35,0.28,0.06,0.41,0.24,0.01,0.35,0.28,0.09,0.34,0.25,0.07,0.08,0.17
GAC,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
GPAC,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.09,0.34,0.25,0.07,0.08,0.17
FM,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
EMQ,4,0.1,0.33,0.25,0.11,0.07,0.13,0.1,0.33,0.25,0.11,0.07,0.13,0.09,0.34,0.25,0.07,0.08,0.17
KDEyHD,4,0.48,0.13,0.15,0.0,0.24,0.0,0.48,0.13,0.15,0.0,0.24,0.0,0.09,0.34,0.25,0.07,0.08,0.17
KDEyCS,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
KDEyML,4,0.43,0.31,0.05,0.0,0.22,0.0,0.43,0.31,0.05,0.0,0.22,0.0,0.09,0.34,0.25,0.07,0.08,0.17
CC,5,0.9,0.67,0.75,0.99,0.94,0.84,0.18,0.13,0.15,0.19,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
PCC,5,0.9,0.66,0.78,0.89,0.87,0.81,0.18,0.13,0.16,0.18,0.18,0.16,0.09,0.34,0.25,0.07,0.08,0.17
ACC,5,0.08,0.26,0.16,0.0,0.0,0.0,0.16,0.52,0.33,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
PACC,5,0.91,0.63,0.78,0.78,0.84,0.84,0.19,0.13,0.16,0.16,0.18,0.18,0.09,0.34,0.25,0.07,0.08,0.17
T50,5,0.0,0.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
MAX,5,0.08,0.3,0.15,0.0,0.0,0.03,0.15,0.53,0.27,0.0,0.0,0.06,0.09,0.34,0.25,0.07,0.08,0.17
MS,5,0.07,0.26,0.14,0.0,0.0,0.0,0.15,0.56,0.29,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
MS2,5,0.07,0.26,0.14,0.0,0.0,0.0,0.15,0.56,0.29,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
X,5,0.08,0.3,0.17,0.0,0.0,0.0,0.14,0.56,0.31,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
SMM,5,0.91,0.63,0.78,0.78,0.84,0.84,0.19,0.13,0.16,0.16,0.18,0.18,0.09,0.34,0.25,0.07,0.08,0.17
DyS,5,0.9,0.64,0.77,0.87,0.87,0.84,0.18,0.13,0.16,0.18,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
DySyn,5,0.9,0.63,0.75,1.0,0.97,0.83,0.18,0.12,0.15,0.2,0.19,0.16,0.09,0.34,0.25,0.07,0.08,0.17
HDy,5,0.91,0.67,0.82,0.91,0.93,0.9,0.18,0.13,0.16,0.18,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
ACC_syn,5,0.9,0.67,0.75,0.99,0.94,0.84,0.18,0.13,0.15,0.19,0.18,0.16,0.09,0.34,0.25,0.07,0.08,0.17
PACC_syn,5,0.9,0.66,0.78,0.89,0.87,0.81,0.18,0.13,0.16,0.18,0.18,0.16,0.09,0.34,0.25,0.07,0.08,0.17
X_syn,5,0.88,0.58,0.67,0.38,0.22,0.51,0.27,0.18,0.21,0.12,0.07,0.16,0.09,0.34,0.25,0.07,0.08,0.17
MAX_syn,5,0.88,0.58,0.67,0.38,0.22,0.51,0.27,0.18,0.21,0.12,0.07,0.16,0.09,0.34,0.25,0.07,0.08,0.17
T50_syn,5,0.83,0.37,0.72,1.0,1.0,0.84,0.17,0.08,0.15,0.21,0.21,0.18,0.09,0.34,0.25,0.07,0.08,0.17
MS_syn,5,0.9,0.65,0.74,0.99,0.94,0.84,0.18,0.13,0.15,0.2,0.19,0.17,0.09,0.34,0.25,0.07,0.08,0.17
MS2_syn,5,0.9,0.65,0.74,0.99,0.94,0.83,0.18,0.13,0.15,0.2,0.19,0.16,0.09,0.34,0.25,0.07,0.08,0.17
SMM_syn,5,0.99,0.7,0.85,0.98,0.97,0.88,0.18,0.13,0.16,0.18,0.18,0.16,0.09,0.34,0.25,0.07,0.08,0.17
HDy_syn,5,0.86,0.64,0.59,1.0,0.99,0.85,0.17,0.13,0.12,0.2,0.2,0.17,0.09,0.34,0.25,0.07,0.08,0.17
DyS_cdt,5,0.9,0.64,0.77,0.87,0.87,0.84,0.18,0.13,0.16,0.18,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
ACC_cdt,5,0.08,0.26,0.16,0.0,0.0,0.0,0.16,0.52,0.33,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
PACC_cdt,5,0.91,0.63,0.78,0.78,0.84,0.84,0.19,0.13,0.16,0.16,0.18,0.18,0.09,0.34,0.25,0.07,0.08,0.17
X_cdt,5,0.08,0.3,0.17,0.0,0.0,0.0,0.14,0.56,0.31,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
MAX_cdt,5,0.08,0.3,0.15,0.0,0.0,0.03,0.15,0.53,0.27,0.0,0.0,0.06,0.09,0.34,0.25,0.07,0.08,0.17
T50_cdt,5,0.0,0.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
MS_cdt,5,0.07,0.26,0.14,0.0,0.0,0.0,0.15,0.56,0.29,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
MS2_cdt,5,0.07,0.26,0.14,0.0,0.0,0.0,0.15,0.56,0.29,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
SMM_cdt,5,0.91,0.63,0.78,0.78,0.84,0.84,0.19,0.13,0.16,0.16,0.18,0.18,0.09,0.34,0.25,0.07,0.08,0.17
HDy_cdt,5,0.91,0.67,0.82,0.91,0.93,0.9,0.18,0.13,0.16,0.18,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
CC2,5,0.09,0.34,0.25,0.05,0.07,0.2,0.09,0.34,0.25,0.05,0.07,0.2,0.09,0.34,0.25,0.07,0.08,0.17
PWK,5,0.09,0.34,0.23,0.1,0.07,0.17,0.09,0.34,0.23,0.1,0.07,0.17,0.09,0.34,0.25,0.07,0.08,0.17
HDx,5,0.02,0.47,0.19,0.0,0.44,0.35,0.02,0.47,0.19,0.0,0.44,0.35,0.09,0.34,0.25,0.07,0.08,0.17
GAC,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
GPAC,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.09,0.34,0.25,0.07,0.08,0.17
FM,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
EMQ,5,0.09,0.36,0.22,0.13,0.06,0.15,0.09,0.36,0.22,0.13,0.06,0.15,0.09,0.34,0.25,0.07,0.08,0.17
KDEyHD,5,0.34,0.43,0.0,0.0,0.14,0.09,0.34,0.43,0.0,0.0,0.14,0.09,0.09,0.34,0.25,0.07,0.08,0.17
KDEyCS,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
KDEyML,5,0.17,0.68,0.0,0.0,0.15,0.0,0.17,0.68,0.0,0.0,0.15,0.0,0.09,0.34,0.25,0.07,0.08,0.17
CC,6,0.91,0.68,0.74,1.0,0.95,0.83,0.18,0.13,0.14,0.2,0.19,0.16,0.09,0.34,0.25,0.07,0.08,0.17
PCC,6,0.91,0.68,0.75,0.9,0.88,0.82,0.18,0.14,0.15,0.18,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
ACC,6,0.07,0.24,0.17,0.0,0.0,0.0,0.14,0.51,0.36,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
PACC,6,0.91,0.65,0.74,0.89,0.85,0.85,0.19,0.13,0.15,0.18,0.17,0.17,0.09,0.34,0.25,0.07,0.08,0.17
T50,6,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
MAX,6,0.08,0.29,0.2,0.0,0.0,0.02,0.14,0.49,0.33,0.0,0.0,0.04,0.09,0.34,0.25,0.07,0.08,0.17
MS,6,0.07,0.25,0.16,0.0,0.0,0.0,0.14,0.52,0.33,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
MS2,6,0.07,0.25,0.16,0.0,0.0,0.0,0.14,0.52,0.34,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
X,6,0.08,0.28,0.2,0.0,0.0,0.04,0.13,0.47,0.34,0.0,0.0,0.06,0.09,0.34,0.25,0.07,0.08,0.17
SMM,6,0.91,0.65,0.74,0.89,0.85,0.85,0.19,0.13,0.15,0.18,0.17,0.17,0.09,0.34,0.25,0.07,0.08,0.17
DyS,6,0.91,0.67,0.75,0.92,0.9,0.85,0.18,0.13,0.15,0.18,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
DySyn,6,0.89,0.68,0.68,1.0,0.97,0.85,0.18,0.13,0.13,0.2,0.19,0.17,0.09,0.34,0.25,0.07,0.08,0.17
HDy,6,0.91,0.7,0.8,0.99,0.95,0.91,0.17,0.13,0.15,0.19,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
ACC_syn,6,0.91,0.68,0.74,1.0,0.95,0.83,0.18,0.13,0.14,0.2,0.19,0.16,0.09,0.34,0.25,0.07,0.08,0.17
PACC_syn,6,0.91,0.68,0.75,0.9,0.88,0.82,0.18,0.14,0.15,0.18,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
X_syn,6,0.83,0.57,0.65,0.41,0.3,0.48,0.26,0.18,0.2,0.13,0.09,0.15,0.09,0.34,0.25,0.07,0.08,0.17
MAX_syn,6,0.83,0.57,0.65,0.41,0.3,0.48,0.26,0.18,0.2,0.13,0.09,0.15,0.09,0.34,0.25,0.07,0.08,0.17
T50_syn,6,0.81,0.45,0.67,1.0,0.96,0.94,0.17,0.09,0.14,0.21,0.2,0.2,0.09,0.34,0.25,0.07,0.08,0.17
MS_syn,6,0.91,0.68,0.74,1.0,0.95,0.83,0.18,0.13,0.14,0.2,0.19,0.16,0.09,0.34,0.25,0.07,0.08,0.17
MS2_syn,6,0.91,0.67,0.73,1.0,0.95,0.83,0.18,0.13,0.14,0.2,0.19,0.16,0.09,0.34,0.25,0.07,0.08,0.17
SMM_syn,6,1.0,0.72,0.81,0.99,0.96,0.89,0.19,0.13,0.15,0.18,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
HDy_syn,6,0.91,0.62,0.63,1.0,0.98,0.87,0.18,0.12,0.13,0.2,0.2,0.17,0.09,0.34,0.25,0.07,0.08,0.17
DyS_cdt,6,0.91,0.67,0.75,0.92,0.9,0.85,0.18,0.13,0.15,0.18,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
ACC_cdt,6,0.07,0.24,0.17,0.0,0.0,0.0,0.14,0.51,0.36,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
PACC_cdt,6,0.91,0.65,0.74,0.89,0.85,0.85,0.19,0.13,0.15,0.18,0.17,0.17,0.09,0.34,0.25,0.07,0.08,0.17
X_cdt,6,0.08,0.28,0.2,0.0,0.0,0.04,0.13,0.47,0.34,0.0,0.0,0.06,0.09,0.34,0.25,0.07,0.08,0.17
MAX_cdt,6,0.08,0.29,0.2,0.0,0.0,0.02,0.14,0.49,0.33,0.0,0.0,0.04,0.09,0.34,0.25,0.07,0.08,0.17
T50_cdt,6,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
MS_cdt,6,0.07,0.25,0.16,0.0,0.0,0.0,0.14,0.52,0.33,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
MS2_cdt,6,0.07,0.25,0.16,0.0,0.0,0.0,0.14,0.52,0.34,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
SMM_cdt,6,0.91,0.65,0.74,0.89,0.85,0.85,0.19,0.13,0.15,0.18,0.17,0.17,0.09,0.34,0.25,0.07,0.08,0.17
HDy_cdt,6,0.91,0.7,0.8,0.99,0.95,0.91,0.17,0.13,0.15,0.19,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
CC2,6,0.09,0.33,0.26,0.06,0.09,0.17,0.09,0.33,0.26,0.06,0.09,0.17,0.09,0.34,0.25,0.07,0.08,0.17
PWK,6,0.09,0.32,0.24,0.11,0.07,0.17,0.09,0.32,0.24,0.11,0.07,0.17,0.09,0.34,0.25,0.07,0.08,0.17
HDx,6,0.12,0.46,0.21,0.0,0.41,0.31,0.12,0.46,0.21,0.0,0.41,0.31,0.09,0.34,0.25,0.07,0.08,0.17
GAC,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
GPAC,6,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.09,0.34,0.25,0.07,0.08,0.17
FM,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
EMQ,6,0.09,0.34,0.26,0.06,0.09,0.16,0.09,0.34,0.26,0.06,0.09,0.16,0.09,0.34,0.25,0.07,0.08,0.17
KDEyHD,6,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
KDEyCS,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
KDEyML,6,0.0,0.44,0.56,0.0,0.0,0.0,0.0,0.44,0.56,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
CC,7,0.9,0.67,0.78,0.98,0.96,0.79,0.18,0.13,0.15,0.19,0.19,0.16,0.09,0.34,0.25,0.07,0.08,0.17
PCC,7,0.9,0.67,0.77,0.9,0.88,0.8,0.18,0.14,0.16,0.18,0.18,0.16,0.09,0.34,0.25,0.07,0.08,0.17
ACC,7,0.08,0.26,0.13,0.0,0.0,0.0,0.17,0.56,0.27,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
PACC,7,0.9,0.65,0.77,0.92,0.85,0.82,0.18,0.13,0.16,0.19,0.17,0.17,0.09,0.34,0.25,0.07,0.08,0.17
T50,7,0.0,0.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
MAX,7,0.09,0.3,0.16,0.0,0.0,0.07,0.15,0.48,0.26,0.0,0.0,0.12,0.09,0.34,0.25,0.07,0.08,0.17
MS,7,0.08,0.26,0.11,0.0,0.0,0.0,0.17,0.57,0.26,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
MS2,7,0.08,0.26,0.12,0.0,0.0,0.0,0.17,0.57,0.26,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
X,7,0.09,0.29,0.15,0.0,0.0,0.05,0.15,0.5,0.27,0.0,0.0,0.08,0.09,0.34,0.25,0.07,0.08,0.17
SMM,7,0.9,0.65,0.77,0.92,0.85,0.82,0.18,0.13,0.16,0.19,0.17,0.17,0.09,0.34,0.25,0.07,0.08,0.17
DyS,7,0.9,0.66,0.77,0.96,0.9,0.82,0.18,0.13,0.15,0.19,0.18,0.16,0.09,0.34,0.25,0.07,0.08,0.17
DySyn,7,0.89,0.64,0.76,0.99,0.99,0.8,0.18,0.13,0.15,0.2,0.2,0.16,0.09,0.34,0.25,0.07,0.08,0.17
HDy,7,0.9,0.69,0.81,0.98,0.96,0.88,0.17,0.13,0.16,0.19,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
ACC_syn,7,0.9,0.67,0.78,0.98,0.96,0.79,0.18,0.13,0.15,0.19,0.19,0.16,0.09,0.34,0.25,0.07,0.08,0.17
PACC_syn,7,0.9,0.67,0.77,0.9,0.88,0.8,0.18,0.14,0.16,0.18,0.18,0.16,0.09,0.34,0.25,0.07,0.08,0.17
X_syn,7,0.85,0.64,0.64,0.38,0.27,0.45,0.26,0.2,0.2,0.12,0.08,0.14,0.09,0.34,0.25,0.07,0.08,0.17
MAX_syn,7,0.85,0.64,0.64,0.38,0.27,0.45,0.26,0.2,0.2,0.12,0.08,0.14,0.09,0.34,0.25,0.07,0.08,0.17
T50_syn,7,0.8,0.43,0.71,1.0,1.0,0.92,0.16,0.09,0.15,0.21,0.21,0.19,0.09,0.34,0.25,0.07,0.08,0.17
MS_syn,7,0.9,0.66,0.77,0.98,0.96,0.79,0.18,0.13,0.15,0.19,0.19,0.16,0.09,0.34,0.25,0.07,0.08,0.17
MS2_syn,7,0.9,0.67,0.77,0.98,0.95,0.79,0.18,0.13,0.15,0.19,0.19,0.16,0.09,0.34,0.25,0.07,0.08,0.17
SMM_syn,7,0.98,0.72,0.83,1.0,0.97,0.87,0.18,0.13,0.15,0.19,0.18,0.16,0.09,0.34,0.25,0.07,0.08,0.17
HDy_syn,7,0.89,0.61,0.69,0.99,1.0,0.84,0.18,0.12,0.14,0.2,0.2,0.17,0.09,0.34,0.25,0.07,0.08,0.17
DyS_cdt,7,0.9,0.66,0.77,0.99,0.9,0.82,0.18,0.13,0.15,0.2,0.18,0.16,0.09,0.34,0.25,0.07,0.08,0.17
ACC_cdt,7,0.08,0.26,0.13,0.98,0.0,0.0,0.05,0.18,0.09,0.68,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
PACC_cdt,7,0.9,0.65,0.77,0.9,0.85,0.82,0.18,0.13,0.16,0.18,0.17,0.17,0.09,0.34,0.25,0.07,0.08,0.17
X_cdt,7,0.09,0.29,0.15,0.38,0.0,0.05,0.09,0.3,0.16,0.4,0.0,0.05,0.09,0.34,0.25,0.07,0.08,0.17
MAX_cdt,7,0.09,0.3,0.16,0.38,0.0,0.07,0.09,0.3,0.16,0.38,0.0,0.07,0.09,0.34,0.25,0.07,0.08,0.17
T50_cdt,7,0.0,0.16,0.0,1.0,0.0,0.0,0.0,0.14,0.0,0.86,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
MS_cdt,7,0.08,0.26,0.11,0.98,0.0,0.0,0.05,0.18,0.08,0.69,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
MS2_cdt,7,0.08,0.26,0.12,0.98,0.0,0.0,0.05,0.18,0.08,0.69,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
SMM_cdt,7,0.9,0.65,0.77,1.0,0.85,0.82,0.18,0.13,0.15,0.2,0.17,0.16,0.09,0.34,0.25,0.07,0.08,0.17
HDy_cdt,7,0.9,0.69,0.81,0.99,0.96,0.88,0.17,0.13,0.16,0.19,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
CC2,7,0.1,0.33,0.24,0.07,0.04,0.22,0.1,0.33,0.24,0.07,0.04,0.22,0.09,0.34,0.25,0.07,0.08,0.17
PWK,7,0.1,0.32,0.24,0.1,0.08,0.16,0.1,0.32,0.24,0.1,0.08,0.16,0.09,0.34,0.25,0.07,0.08,0.17
HDx,7,0.08,0.44,0.18,0.03,0.39,0.31,0.08,0.44,0.18,0.03,0.39,0.31,0.09,0.34,0.25,0.07,0.08,0.17
GAC,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
GPAC,7,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.09,0.34,0.25,0.07,0.08,0.17
FM,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
EMQ,7,0.1,0.33,0.22,0.11,0.05,0.18,0.1,0.33,0.22,0.11,0.05,0.18,0.09,0.34,0.25,0.07,0.08,0.17
KDEyHD,7,0.09,0.09,0.82,0.0,0.0,0.0,0.09,0.09,0.82,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
KDEyCS,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
KDEyML,7,0.18,0.48,0.34,0.0,0.0,0.0,0.18,0.48,0.34,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
CC,8,0.89,0.65,0.78,1.0,0.98,0.84,0.17,0.13,0.15,0.19,0.19,0.16,0.09,0.34,0.25,0.07,0.08,0.17
PCC,8,0.89,0.65,0.78,0.91,0.89,0.81,0.18,0.13,0.16,0.18,0.18,0.16,0.09,0.34,0.25,0.07,0.08,0.17
ACC,8,0.09,0.28,0.13,0.0,0.0,0.0,0.18,0.57,0.26,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
PACC,8,0.9,0.62,0.78,1.0,0.9,0.84,0.18,0.12,0.15,0.2,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
T50,8,0.0,0.21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
MAX,8,0.07,0.31,0.15,0.0,0.0,0.06,0.12,0.52,0.25,0.0,0.0,0.1,0.09,0.34,0.25,0.07,0.08,0.17
MS,8,0.07,0.28,0.11,0.0,0.0,0.0,0.16,0.6,0.24,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
MS2,8,0.07,0.28,0.11,0.0,0.0,0.0,0.16,0.6,0.24,0.0,0.0,0.0,0.09,0.34,0.25,0.07,0.08,0.17
X,8,0.07,0.31,0.18,0.0,0.0,0.02,0.11,0.54,0.31,0.0,0.0,0.04,0.09,0.34,0.25,0.07,0.08,0.17
SMM,8,0.9,0.62,0.78,1.0,0.9,0.84,0.18,0.12,0.15,0.2,0.18,0.17,0.09,0.34,0.25,0.07,0.08,0.17
DyS,8,0.91,0.64,0.78,0.97,0.95,0.84,0.18,0.13,0.15,0.19,0.19,0.17,0.09,0.34,0.25,0.07,0.08,0.17
DySyn,8,0.91,0.65,0.77,1.0,0.98,0.83,0.18,0.13,0.15,0.19,0.19,0.16,0.09,0.34,0.25,0.07,0.08,0.17
